From,Entry,Entry Name,Length,Organism (ID),Taxonomic lineage,Taxonomic lineage (Ids)
R9SKY0,R9SKY0,R9SKY0_9EURY,694,224719,cellular organisms (norank)Archaea (superkingdom)Euryarchaeota (phylum)Methanomada group (norank)Methanobacteria (class)Methanobacteriales (order)Methanobacteriaceae (family)Methanobrevibacter (genus)unclassified Methanobrevibacter (norank),|131567|2157|28890|2283794|183925|2158|2159|2172|2638681|
A0A661TKV5,A0A661TKV5,A0A661TKV5_9BACT,812,2093793,cellular organisms (norank)Bacteria (superkingdom)Bacteria incertae sedis (norank)Bacteria candidate phyla (norank)Patescibacteria group (norank)Parcubacteria group (norank)Candidatus Nealsonbacteria (phylum),|131567|2|2323|1783234|1783273|1794811|1817911|
A0A836HN76,A0A836HN76,A0A836HN76_9TRYP,1681,2761500,cellular organisms (norank)Eukaryota (superkingdom)Discoba (norank)Euglenozoa (phylum)Kinetoplastea (class)Metakinetoplastina (subclass)Trypanosomatida (order)Trypanosomatidae (family)Leishmaniinae (subfamily)Porcisia (genus),|131567|2759|2611352|33682|5653|2704647|2704949|5654|1286322|2761499|
R9JCK9,R9JCK9,R9JCK9_9FIRM,829,397287,cellular organisms (norank)Bacteria (superkingdom)Terrabacteria group (norank)Bacillota (phylum)Clostridia (class)Eubacteriales (order)Lachnospiraceae (family)unclassified Lachnospiraceae (norank),|131567|2|1783272|1239|186801|186802|186803|186928|
X5YRR5,X5YRR5,X5YRR5_9HYPH,963,1287277,cellular organisms (norank)Bacteria (superkingdom)Pseudomonadota (phylum)Alphaproteobacteria (class)Hyphomicrobiales (order)Phyllobacteriaceae (family)Mesorhizobium (genus)unclassified Mesorhizobium (norank),|131567|2|1224|28211|356|69277|68287|325217|
A0A0V0WGP7,A0A0V0WGP7,A0A0V0WGP7_9BILA,930,92179,cellular organisms (norank)Eukaryota (superkingdom)Opisthokonta (norank)Metazoa (kingdom)Eumetazoa (norank)Bilateria (norank)Protostomia (norank)Ecdysozoa (norank)Nematoda (phylum)Enoplea (class)Dorylaimia (subclass)Trichinellida (order)Trichinellidae (family)Trichinella (genus)unclassified Trichinella (norank),|131567|2759|33154|33208|6072|33213|33317|1206794|6231|119088|1457286|6329|6332|6333|2621847|
M2YJX2,M2YJX2,M2YJX2_9PSEU,882,1284240,cellular organisms (norank)Bacteria (superkingdom)Terrabacteria group (norank)Actinomycetota (phylum)Actinomycetes (class)Pseudonocardiales (order)Pseudonocardiaceae (family)Amycolatopsis (genus)Amycolatopsis decaplanina (species),|131567|2|1783272|201174|1760|85010|2070|1813|208441|
A0A662VUS6,A0A662VUS6,A0A662VUS6_9EURY,733,2250258,cellular organisms (norank)Archaea (superkingdom)Euryarchaeota (phylum)Archaeoglobi (class)Archaeoglobales (order)unclassified Archaeoglobales (norank),|131567|2157|28890|183980|2231|113652|
J7S106,J7S106,J7S106_KAZNA,2130,1071383,cellular organisms (norank)Eukaryota (superkingdom)Opisthokonta (norank)Fungi (kingdom)Dikarya (subkingdom)Ascomycota (phylum)saccharomyceta (norank)Saccharomycotina (subphylum)Saccharomycetes (class)Saccharomycetales (order)Saccharomycetaceae (family)Kazachstania (genus)Kazachstania naganishii (species),|131567|2759|33154|4751|451864|4890|716545|147537|4891|4892|4893|71245|588726|
Q4UB40,Q4UB40,Q4UB40_THEAN,2248,5874,cellular organisms (norank)Eukaryota (superkingdom)Sar (norank)Alveolata (norank)Apicomplexa (phylum)Aconoidasida (class)Piroplasmida (order)Theileriidae (family)Theileria (genus),|131567|2759|2698737|33630|5794|422676|5863|27994|5873|
A0A1J4MHD2,A0A1J4MHD2,A0A1J4MHD2_9CRYT,1525,857276,cellular organisms (norank)Eukaryota (superkingdom)Sar (norank)Alveolata (norank)Apicomplexa (phylum)Conoidasida (class)Coccidia (subclass)Eucoccidiorida (order)Eimeriorina (suborder)Cryptosporidiidae (family)Cryptosporidium (genus),|131567|2759|2698737|33630|5794|1280412|5796|75739|423054|35082|5806|
A0A519PP99,A0A519PP99,A0A519PP99_9FLAO,,,,
A0A6M5FCM1,A0A6M5FCM1,A0A6M5FCM1_9BACT,848,713059,cellular organisms (norank)Bacteria (superkingdom)Bacteria incertae sedis (norank)Bacteria candidate phyla (norank)Candidatus Saccharibacteria (phylum)unclassified Candidatus Saccharibacteria (norank),|131567|2|2323|1783234|95818|1895827|
O26901,O26901,HELS_METTH,690,187420,cellular organisms (norank)Archaea (superkingdom)Euryarchaeota (phylum)Methanomada group (norank)Methanobacteria (class)Methanobacteriales (order)Methanobacteriaceae (family)Methanothermobacter (genus)Methanothermobacter thermautotrophicus (species),|131567|2157|28890|2283794|183925|2158|2159|145260|145262|
A0A6I7LT44,A0A6I7LT44,A0A6I7LT44_UNCZI,897,2053527,cellular organisms (norank)Bacteria (superkingdom)FCB group (norank)Zixibacteria (phylum)unclassified candidate division Zixibacteria (norank),|131567|2|1783270|1379697|2751484|
A0A1D6Q522,A0A1D6Q522,A0A1D6Q522_MAIZE,1264,4577,cellular organisms (norank)Eukaryota (superkingdom)Viridiplantae (kingdom)Streptophyta (phylum)Streptophytina (subphylum)Embryophyta (norank)Tracheophyta (norank)Euphyllophyta (norank)Spermatophyta (norank)Magnoliopsida (class)Mesangiospermae (norank)Liliopsida (norank)Petrosaviidae (subclass)commelinids (norank)Poales (order)Poaceae (family)PACMAD clade (norank)Panicoideae (subfamily)Andropogonodae (norank)Andropogoneae (tribe)Tripsacinae (subtribe)Zea (genus),|131567|2759|33090|35493|131221|3193|58023|78536|58024|3398|1437183|4447|1437197|4734|38820|4479|147370|147369|1648033|147429|1648029|4575|
A0A2E6W7U3,A0A2E6W7U3,A0A2E6W7U3_9GAMM,846,2026754,cellular organisms (norank)Bacteria (superkingdom)Pseudomonadota (phylum)Gammaproteobacteria (class)Legionellales (order)unclassified Legionellales (norank),|131567|2|1224|1236|118969|2570685|
A0A843ACC1,A0A843ACC1,A0A843ACC1_METAZ,1171,39441,cellular organisms (norank)Archaea (superkingdom)Euryarchaeota (phylum)Methanomada group (norank)Methanobacteria (class)Methanobacteriales (order)Methanobacteriaceae (family)Methanobrevibacter (genus),|131567|2157|28890|2283794|183925|2158|2159|2172|
A0A1H7Y0S8,A0A1H7Y0S8,A0A1H7Y0S8_9FIRM,1032,2017977,cellular organisms (norank)Bacteria (superkingdom)Terrabacteria group (norank)Bacillota (phylum)Clostridia (class)Halanaerobiales (order)Halobacteroidaceae (family)Candidatus Frackibacter (genus)unclassified Candidatus Frackibacter (norank),|131567|2|1783272|1239|186801|53433|53434|2017975|2648818|
Q2VPA6,Q2VPA6,HELQ_MOUSE,1069,10090,cellular organisms (norank)Eukaryota (superkingdom)Opisthokonta (norank)Metazoa (kingdom)Eumetazoa (norank)Bilateria (norank)Deuterostomia (norank)Chordata (phylum)Craniata (subphylum)Vertebrata (norank)Gnathostomata (norank)Teleostomi (norank)Euteleostomi (norank)Sarcopterygii (superclass)Dipnotetrapodomorpha (norank)Tetrapoda (norank)Amniota (norank)Mammalia (class)Theria (norank)Eutheria (norank)Boreoeutheria (norank)Euarchontoglires (superorder)Glires (norank)Rodentia (order)Myomorpha (suborder)Muroidea (norank)Muridae (family)Murinae (subfamily)Mus (genus)Mus (subgenus),|131567|2759|33154|33208|6072|33213|33511|7711|89593|7742|7776|117570|117571|8287|1338369|32523|32524|40674|32525|9347|1437010|314146|314147|9989|1963758|337687|10066|39107|10088|862507|
A0A7J2L3Q4,A0A7J2L3Q4,A0A7J2L3Q4_9ARCH,610,2026714,cellular organisms (norank)Archaea (superkingdom)TACK group (norank)Candidatus Bathyarchaeota (phylum)unclassified Candidatus Bathyarchaeota (norank),|131567|2157|1783275|928852|1700837|
A0A497JWZ3,A0A497JWZ3,A0A497JWZ3_9ARCH,736,2026714,cellular organisms (norank)Archaea (superkingdom)TACK group (norank)Candidatus Bathyarchaeota (phylum)unclassified Candidatus Bathyarchaeota (norank),|131567|2157|1783275|928852|1700837|
A0A8H7GPX9,A0A8H7GPX9,A0A8H7GPX9_9ASCO,1601,2053757,cellular organisms (norank)Eukaryota (superkingdom)Opisthokonta (norank)Fungi (kingdom)Dikarya (subkingdom)Ascomycota (phylum)saccharomyceta (norank)Saccharomycotina (subphylum)Saccharomycetes (class)Saccharomycetales (order)CUG-Ser1 clade (norank)Metschnikowiaceae (family)Metschnikowia (genus),|131567|2759|33154|4751|451864|4890|716545|147537|4891|4892|2916678|27319|27320|
A7AM78,A7AM78,A7AM78_BABBO,2133,5865,cellular organisms (norank)Eukaryota (superkingdom)Sar (norank)Alveolata (norank)Apicomplexa (phylum)Aconoidasida (class)Piroplasmida (order)Babesiidae (family)Babesia (genus),|131567|2759|2698737|33630|5794|422676|5863|32594|5864|
F4JAA5,F4JAA5,SKI2_ARATH,1347,3702,cellular organisms (norank)Eukaryota (superkingdom)Viridiplantae (kingdom)Streptophyta (phylum)Streptophytina (subphylum)Embryophyta (norank)Tracheophyta (norank)Euphyllophyta (norank)Spermatophyta (norank)Magnoliopsida (class)Mesangiospermae (norank)eudicotyledons (norank)Gunneridae (norank)Pentapetalae (norank)rosids (norank)malvids (norank)Brassicales (order)Brassicaceae (family)Camelineae (tribe)Arabidopsis (genus),|131567|2759|33090|35493|131221|3193|58023|78536|58024|3398|1437183|71240|91827|1437201|71275|91836|3699|3700|980083|3701|
A0A4Z0LBZ2,A0A4Z0LBZ2,A0A4Z0LBZ2_9FLAO,893,2562683,cellular organisms (norank)Bacteria (superkingdom)FCB group (norank)Bacteroidota/Chlorobiota group (norank)Bacteroidota (phylum)Flavobacteriia (class)Flavobacteriales (order)Flavobacteriaceae (family)Flavobacterium (genus),|131567|2|1783270|68336|976|117743|200644|49546|237|
A0A387BFX0,A0A387BFX0,A0A387BFX0_9LACT,808,2419773,cellular organisms (norank)Bacteria (superkingdom)Terrabacteria group (norank)Bacillota (phylum)Bacilli (class)Lactobacillales (order)Streptococcaceae (family)Lactococcus (genus),|131567|2|1783272|1239|91061|186826|1300|1357|
A0A660PFC9,A0A660PFC9,A0A660PFC9_UNCZI,877,2053527,cellular organisms (norank)Bacteria (superkingdom)FCB group (norank)Zixibacteria (phylum)unclassified candidate division Zixibacteria (norank),|131567|2|1783270|1379697|2751484|
A0A0L0DNL3,A0A0L0DNL3,A0A0L0DNL3_THETB,1001,461836,cellular organisms (norank)Eukaryota (superkingdom)Apusozoa (norank)Apusomonadida (order)Apusomonadidae (family)Thecamonas (genus)Thecamonas trahens (species),|131567|2759|554296|2925400|172820|877559|529818|
A0A6C0C0E5,A0A6C0C0E5,A0A6C0C0E5_9ZZZZ,842,1070528,unclassified entries (norank)unclassified sequences (norank)metagenomes (norank)organismal metagenomes (norank),|2787823|12908|408169|410656|
A0A7X7CF61,A0A7X7CF61,A0A7X7CF61_9CLOT,868,1898204,cellular organisms (norank)Bacteria (superkingdom)Terrabacteria group (norank)Bacillota (phylum)Clostridia (class)Eubacteriales (order)Clostridiaceae (family)unclassified Clostridiaceae (norank),|131567|2|1783272|1239|186801|186802|31979|189971|
A0A0V8M0H4,A0A0V8M0H4,A0A0V8M0H4_9CHLR,1083,61435,cellular organisms (norank)Bacteria (superkingdom)Terrabacteria group (norank)Chloroflexota (phylum)Dehalococcoidia (class)Dehalococcoidales (order)Dehalococcoidaceae (family)Dehalococcoides (genus),|131567|2|1783272|200795|301297|1202465|1202464|61434|
Q8TDG4,Q8TDG4,HELQ_HUMAN,1101,9606,cellular organisms (norank)Eukaryota (superkingdom)Opisthokonta (norank)Metazoa (kingdom)Eumetazoa (norank)Bilateria (norank)Deuterostomia (norank)Chordata (phylum)Craniata (subphylum)Vertebrata (norank)Gnathostomata (norank)Teleostomi (norank)Euteleostomi (norank)Sarcopterygii (superclass)Dipnotetrapodomorpha (norank)Tetrapoda (norank)Amniota (norank)Mammalia (class)Theria (norank)Eutheria (norank)Boreoeutheria (norank)Euarchontoglires (superorder)Primates (order)Haplorrhini (suborder)Simiiformes (infraorder)Catarrhini (parvorder)Hominoidea (superfamily)Hominidae (family)Homininae (subfamily)Homo (genus),|131567|2759|33154|33208|6072|33213|33511|7711|89593|7742|7776|117570|117571|8287|1338369|32523|32524|40674|32525|9347|1437010|314146|9443|376913|314293|9526|314295|9604|207598|9605|
A0A497P7Q2,A0A497P7Q2,A0A497P7Q2_9ARCH,803,2026714,cellular organisms (norank)Archaea (superkingdom)TACK group (norank)Candidatus Bathyarchaeota (phylum)unclassified Candidatus Bathyarchaeota (norank),|131567|2157|1783275|928852|1700837|
G8YLC1,G8YLC1,G8YLC1_PICSO,2133,559304,cellular organisms (norank)Eukaryota (superkingdom)Opisthokonta (norank)Fungi (kingdom)Dikarya (subkingdom)Ascomycota (phylum)saccharomyceta (norank)Saccharomycotina (subphylum)Saccharomycetes (class)Saccharomycetales (order)CUG-Ser1 clade (norank)Debaryomycetaceae (family)Millerozyma (genus)Millerozyma farinosa (species),|131567|2759|33154|4751|451864|4890|716545|147537|4891|4892|2916678|766764|766502|4920|
A0A0L0DSN4,A0A0L0DSN4,A0A0L0DSN4_THETB,2137,461836,cellular organisms (norank)Eukaryota (superkingdom)Apusozoa (norank)Apusomonadida (order)Apusomonadidae (family)Thecamonas (genus)Thecamonas trahens (species),|131567|2759|554296|2925400|172820|877559|529818|
Q15477,Q15477,SKI2_HUMAN,1246,9606,cellular organisms (norank)Eukaryota (superkingdom)Opisthokonta (norank)Metazoa (kingdom)Eumetazoa (norank)Bilateria (norank)Deuterostomia (norank)Chordata (phylum)Craniata (subphylum)Vertebrata (norank)Gnathostomata (norank)Teleostomi (norank)Euteleostomi (norank)Sarcopterygii (superclass)Dipnotetrapodomorpha (norank)Tetrapoda (norank)Amniota (norank)Mammalia (class)Theria (norank)Eutheria (norank)Boreoeutheria (norank)Euarchontoglires (superorder)Primates (order)Haplorrhini (suborder)Simiiformes (infraorder)Catarrhini (parvorder)Hominoidea (superfamily)Hominidae (family)Homininae (subfamily)Homo (genus),|131567|2759|33154|33208|6072|33213|33511|7711|89593|7742|7776|117570|117571|8287|1338369|32523|32524|40674|32525|9347|1437010|314146|9443|376913|314293|9526|314295|9604|207598|9605|
A0A0G0YLJ0,A0A0G0YLJ0,A0A0G0YLJ0_9BACT,890,1618944,cellular organisms (norank)Bacteria (superkingdom)Bacteria incertae sedis (norank)Bacteria candidate phyla (norank)Patescibacteria group (norank)Parcubacteria group (norank)unclassified Parcubacteria group (norank),|131567|2|2323|1783234|1783273|1794811|1794840|
A0A2I1U0S2,A0A2I1U0S2,A0A2I1U0S2_STRMT,832,28037,cellular organisms (norank)Bacteria (superkingdom)Terrabacteria group (norank)Bacillota (phylum)Bacilli (class)Lactobacillales (order)Streptococcaceae (family)Streptococcus (genus),|131567|2|1783272|1239|91061|186826|1300|1301|
A0A1I4PSS7,A0A1I4PSS7,A0A1I4PSS7_9EURY,1076,487685,cellular organisms (norank)Archaea (superkingdom)Euryarchaeota (phylum)Stenosarchaea group (norank)Methanomicrobia (class)Methanosarcinales (order)Methanosarcinaceae (family)Methanolobus (genus),|131567|2157|28890|2290931|224756|94695|2206|2220|
A0A660PQ92,A0A660PQ92,A0A660PQ92_UNCZI,932,2053527,cellular organisms (norank)Bacteria (superkingdom)FCB group (norank)Zixibacteria (phylum)unclassified candidate division Zixibacteria (norank),|131567|2|1783270|1379697|2751484|
W7TR70,W7TR70,W7TR70_9STRA,709,72520,cellular organisms (norank)Eukaryota (superkingdom)Sar (norank)Stramenopiles (norank)Ochrophyta (norank)Eustigmatophyceae (class)Eustigmatales (order)Monodopsidaceae (family)Nannochloropsis (genus),|131567|2759|2698737|33634|2696291|5747|425074|425072|5748|
A0A6A5C6R9,A0A6A5C6R9,A0A6A5C6R9_NAEFO,2092,5763,cellular organisms (norank)Eukaryota (superkingdom)Discoba (norank)Heterolobosea (phylum)Tetramitia (norank)Eutetramitia (norank)Vahlkampfiidae (family)Naegleria (genus),|131567|2759|2611352|5752|2601529|2601530|5765|5761|
A0A6N9U6W4,A0A6N9U6W4,A0A6N9U6W4_STRHA,1046,1944,cellular organisms (norank)Bacteria (superkingdom)Terrabacteria group (norank)Actinomycetota (phylum)Actinomycetes (class)Kitasatosporales (order)Streptomycetaceae (family)Streptomyces (genus)Streptomyces griseus group (norank)Streptomyces halstedii subgroup (norank),|131567|2|1783272|201174|1760|85011|2062|1883|629295|1482599|
A0A8J5XQT9,A0A8J5XQT9,A0A8J5XQT9_DIALT,2183,2081491,cellular organisms (norank)Eukaryota (superkingdom)Haptista (norank)Haptophyta (phylum)Pavlovales (order)Pavlovaceae (family)Diacronema (genus),|131567|2759|2608109|2830|73026|418969|70451|
A0A1Q9NF85,A0A1Q9NF85,A0A1Q9NF85_9ARCH,863,1841598,cellular organisms (norank)Archaea (superkingdom)Asgard group (norank)Candidatus Heimdallarchaeota (phylum)unclassified Candidatus Heimdallarchaeota (norank),|131567|2157|1935183|1936272|3053648|
A0A1E4RLU2,A0A1E4RLU2,A0A1E4RLU2_9ASCO,2117,984485,cellular organisms (norank)Eukaryota (superkingdom)Opisthokonta (norank)Fungi (kingdom)Dikarya (subkingdom)Ascomycota (phylum)saccharomyceta (norank)Saccharomycotina (subphylum)Saccharomycetes (class)Saccharomycetales (order)CUG-Ser1 clade (norank)Debaryomycetaceae (family)Hyphopichia (genus)Hyphopichia burtonii (species),|131567|2759|33154|4751|451864|4890|716545|147537|4891|4892|2916678|766764|507510|717740|
M2WXI7,M2WXI7,M2WXI7_GALSU,2193,130081,cellular organisms (norank)Eukaryota (superkingdom)Rhodophyta (phylum)Bangiophyceae (class)Galdieriales (order)Galdieriaceae (family)Galdieria (genus),|131567|2759|2763|2797|3039357|3039359|83373|
A0A383UQM8,A0A383UQM8,A0A383UQM8_BLUHO,1310,2867405,cellular organisms (norank)Eukaryota (superkingdom)Opisthokonta (norank)Fungi (kingdom)Dikarya (subkingdom)Ascomycota (phylum)saccharomyceta (norank)Pezizomycotina (subphylum)leotiomyceta (norank)sordariomyceta (norank)Leotiomycetes (class)Erysiphales (order)Erysiphaceae (family)Blumeria (genus),|131567|2759|33154|4751|451864|4890|716545|147538|716546|715989|147548|5120|34371|34372|
A0A6G5QLL4,A0A6G5QLL4,A0A6G5QLL4_CAMRE,825,203,cellular organisms (norank)Bacteria (superkingdom)Campylobacterota (phylum)Epsilonproteobacteria (class)Campylobacterales (order)Campylobacteraceae (family)Campylobacter (genus),|131567|2|29547|3031852|213849|72294|194|
J9R6N7,J9R6N7,J9R6N7_RIEAN,839,1228997,cellular organisms (norank)Bacteria (superkingdom)FCB group (norank)Bacteroidota/Chlorobiota group (norank)Bacteroidota (phylum)Flavobacteriia (class)Flavobacteriales (order)Weeksellaceae (family)Riemerella (genus)Riemerella anatipestifer (species),|131567|2|1783270|68336|976|117743|200644|2762318|34084|34085|
A0A662RUQ3,A0A662RUQ3,A0A662RUQ3_9EURY,732,2250255,cellular organisms (norank)Archaea (superkingdom)Euryarchaeota (phylum)Stenosarchaea group (norank)Methanomicrobia (class)Methanosarcinales (order)unclassified Methanosarcinales (norank),|131567|2157|28890|2290931|224756|94695|588815|
A0A6H9LKF1,A0A6H9LKF1,A0A6H9LKF1_UNCCD,901,2212469,cellular organisms (norank)Bacteria (superkingdom)Calditrichota (phylum)unclassified Calditrichota (norank),|131567|2|1930617|1960893|
A0A5A8ED38,A0A5A8ED38,A0A5A8ED38_CAFRO,1000,33653,cellular organisms (norank)Eukaryota (superkingdom)Sar (norank)Stramenopiles (norank)Bigyra (class)Opalozoa (norank)Bicosoecida (order)Cafeteriaceae (family)Cafeteria (genus),|131567|2759|2698737|33634|2683628|2683629|33651|238884|33652|
D2V1F7,D2V1F7,D2V1F7_NAEGR,1708,5762,cellular organisms (norank)Eukaryota (superkingdom)Discoba (norank)Heterolobosea (phylum)Tetramitia (norank)Eutetramitia (norank)Vahlkampfiidae (family)Naegleria (genus),|131567|2759|2611352|5752|2601529|2601530|5765|5761|
A0A2D1BGZ2,A0A2D1BGZ2,A0A2D1BGZ2_ACTPL,1121,715,cellular organisms (norank)Bacteria (superkingdom)Pseudomonadota (phylum)Gammaproteobacteria (class)Pasteurellales (order)Pasteurellaceae (family)Actinobacillus (genus),|131567|2|1224|1236|135625|712|713|
A0A1E7HPU2,A0A1E7HPU2,A0A1E7HPU2_9BACT,1073,1869300,cellular organisms (norank)Bacteria (superkingdom)Thermodesulfobacteriota (phylum)Desulfobacteria (class)Desulfobacterales (order)unclassified Desulfobacterales (norank),|131567|2|200940|3024418|213118|1403365|
A0A8J6BA40,A0A8J6BA40,A0A8J6BA40_9EUKA,819,201153,cellular organisms (norank)Eukaryota (superkingdom)Metamonada (norank)Fornicata (phylum)Carpediemonas-like organisms (norank)Carpediemonas (genus),|131567|2759|2611341|207245|1265909|201152|
A0A653H8S9,A0A653H8S9,A0A653H8S9_9APIC,629,2600580,cellular organisms (norank)Eukaryota (superkingdom)Sar (norank)Alveolata (norank)Apicomplexa (phylum)Aconoidasida (class)Haemosporida (order)Plasmodiidae (family)Hepatocystis (genus)unclassified Hepatocystis (norank),|131567|2759|2698737|33630|5794|422676|5819|1639119|77566|2632946|
H8WZ69,H8WZ69,H8WZ69_CANO9,1857,1136231,cellular organisms (norank)Eukaryota (superkingdom)Opisthokonta (norank)Fungi (kingdom)Dikarya (subkingdom)Ascomycota (phylum)saccharomyceta (norank)Saccharomycotina (subphylum)Saccharomycetes (class)Saccharomycetales (order)CUG-Ser1 clade (norank)Debaryomycetaceae (family)Candida/Lodderomyces clade (norank)Candida (genus)Candida orthopsilosis (species),|131567|2759|33154|4751|451864|4890|716545|147537|4891|4892|2916678|766764|1535325|5475|273371|
X6MYX2,X6MYX2,X6MYX2_RETFI,1944,46433,cellular organisms (norank)Eukaryota (superkingdom)Sar (norank)Rhizaria (norank)Retaria (norank)Foraminifera (phylum)Monothalamids (norank)Reticulomyxidae (family)Reticulomyxa (genus),|131567|2759|2698737|543769|2662056|29178|1505960|188961|46432|
P35207,P35207,SKI2_YEAST,1287,559292,cellular organisms (norank)Eukaryota (superkingdom)Opisthokonta (norank)Fungi (kingdom)Dikarya (subkingdom)Ascomycota (phylum)saccharomyceta (norank)Saccharomycotina (subphylum)Saccharomycetes (class)Saccharomycetales (order)Saccharomycetaceae (family)Saccharomyces (genus)Saccharomyces cerevisiae (species),|131567|2759|33154|4751|451864|4890|716545|147537|4891|4892|4893|4930|4932|
A0A136HP61,A0A136HP61,A0A136HP61_9GAMM,,,,
A0A2W7TYH4,A0A2W7TYH4,A0A2W7TYH4_9FLAO,829,2217670,cellular organisms (norank)Bacteria (superkingdom)FCB group (norank)Bacteroidota/Chlorobiota group (norank)Bacteroidota (phylum)Flavobacteriia (class)Flavobacteriales (order)Flavobacteriaceae (family)Flavobacterium (genus),|131567|2|1783270|68336|976|117743|200644|49546|237|
A0A850M8G7,A0A850M8G7,A0A850M8G7_9ARCH,808,2719382,cellular organisms (norank)Archaea (superkingdom)Asgard group (norank)Candidatus Helarchaeota (phylum),|131567|2157|1935183|2572044|
A0A7X7WK18,A0A7X7WK18,A0A7X7WK18_UNCZI,861,2053527,cellular organisms (norank)Bacteria (superkingdom)FCB group (norank)Zixibacteria (phylum)unclassified candidate division Zixibacteria (norank),|131567|2|1783270|1379697|2751484|
A0A2V0NWV3,A0A2V0NWV3,A0A2V0NWV3_9CHLO,1758,307507,cellular organisms (norank)Eukaryota (superkingdom)Viridiplantae (kingdom)Chlorophyta (phylum)core chlorophytes (norank)Chlorophyceae (class)CS clade (norank)Sphaeropleales (order)Selenastraceae (family)Raphidocelis (genus),|131567|2759|33090|3041|2692248|3166|2812636|35491|35466|307506|
B7XIT1,B7XIT1,B7XIT1_ENTBH,1326,481877,cellular organisms (norank)Eukaryota (superkingdom)Opisthokonta (norank)Fungi (kingdom)Fungi incertae sedis (norank)Microsporidia (phylum)Apansporoblastina (suborder)Enterocytozoonidae (family)Enterocytozoon (genus)Enterocytozoon bieneusi (species),|131567|2759|33154|4751|112252|6029|6032|27970|27971|31281|
A0A2N5K598,A0A2N5K598,A0A2N5K598_UNCCH,1202,2026724,cellular organisms (norank)Bacteria (superkingdom)Terrabacteria group (norank)Chloroflexota (phylum)unclassified Chloroflexota (norank),|131567|2|1783272|200795|189774|
A0A4V2TU73,A0A4V2TU73,A0A4V2TU73_9SPHI,1140,2485111,cellular organisms (norank)Bacteria (superkingdom)FCB group (norank)Bacteroidota/Chlorobiota group (norank)Bacteroidota (phylum)Sphingobacteriia (class)Sphingobacteriales (order)Sphingobacteriaceae (family)Sphingobacterium (genus)unclassified Sphingobacterium (norank),|131567|2|1783270|68336|976|117747|200666|84566|28453|2609468|
A0A7S0PIP0,A0A7S0PIP0,A0A7S0PIP0_CAFRO,559,33653,cellular organisms (norank)Eukaryota (superkingdom)Sar (norank)Stramenopiles (norank)Bigyra (class)Opalozoa (norank)Bicosoecida (order)Cafeteriaceae (family)Cafeteria (genus),|131567|2759|2698737|33634|2683628|2683629|33651|238884|33652|
A0A1A8WTT5,A0A1A8WTT5,A0A1A8WTT5_9APIC,1152,864141,cellular organisms (norank)Eukaryota (superkingdom)Sar (norank)Alveolata (norank)Apicomplexa (phylum)Aconoidasida (class)Haemosporida (order)Plasmodiidae (family)Plasmodium (genus)Plasmodium (Plasmodium) (subgenus)Plasmodium ovale (species),|131567|2759|2698737|33630|5794|422676|5819|1639119|5820|418103|36330|
A5E7Q8,A5E7Q8,A5E7Q8_LODEL,2016,379508,cellular organisms (norank)Eukaryota (superkingdom)Opisthokonta (norank)Fungi (kingdom)Dikarya (subkingdom)Ascomycota (phylum)saccharomyceta (norank)Saccharomycotina (subphylum)Saccharomycetes (class)Saccharomycetales (order)CUG-Ser1 clade (norank)Debaryomycetaceae (family)Candida/Lodderomyces clade (norank)Lodderomyces (genus)Lodderomyces elongisporus (species),|131567|2759|33154|4751|451864|4890|716545|147537|4891|4892|2916678|766764|1535325|36913|36914|
A0A0J9XKE9,A0A0J9XKE9,A0A0J9XKE9_GEOCN,2158,1173061,cellular organisms (norank)Eukaryota (superkingdom)Opisthokonta (norank)Fungi (kingdom)Dikarya (subkingdom)Ascomycota (phylum)saccharomyceta (norank)Saccharomycotina (subphylum)Saccharomycetes (class)Saccharomycetales (order)Dipodascaceae (family)Geotrichum (genus),|131567|2759|33154|4751|451864|4890|716545|147537|4891|4892|34353|43987|
A0A388KY23,A0A388KY23,A0A388KY23_CHABU,1265,69332,cellular organisms (norank)Eukaryota (superkingdom)Viridiplantae (kingdom)Streptophyta (phylum)Streptophytina (subphylum)Charophyceae (class)Charales (order)Characeae (family)Chara (genus),|131567|2759|33090|35493|131221|304574|204509|3146|13778|
A0A6S5WY48,A0A6S5WY48,A0A6S5WY48_AERVE,844,654,cellular organisms (norank)Bacteria (superkingdom)Pseudomonadota (phylum)Gammaproteobacteria (class)Aeromonadales (order)Aeromonadaceae (family)Aeromonas (genus),|131567|2|1224|1236|135624|84642|642|
A0A7X1GVV0,A0A7X1GVV0,A0A7X1GVV0_9BACT,817,2049433,cellular organisms (norank)Bacteria (superkingdom)Thermodesulfobacteriota (phylum)Desulfobacteria (class)Desulfobacterales (order)Desulfobacteraceae (family)unclassified Desulfobacteraceae (norank),|131567|2|200940|3024418|213118|213119|231684|
A0A7X7J7R0,A0A7X7J7R0,A0A7X7J7R0_UNCEL,753,2030800,cellular organisms (norank)Bacteria (superkingdom)Elusimicrobiota (phylum)unclassified Elusimicrobiota (norank),|131567|2|74152|1797919|
A0A1W9S6N7,A0A1W9S6N7,A0A1W9S6N7_UNCZI,890,1970781,cellular organisms (norank)Bacteria (superkingdom)FCB group (norank)Zixibacteria (phylum)unclassified candidate division Zixibacteria (norank),|131567|2|1783270|1379697|2751484|
